place,id,title,author,snbn,format,genre
Tijuana-Luis Fimbres Moreno,38403,La Corbata celeste,"Wast, Hugo.",PQ7797.M36 W37 1964,AC,novela
Tijuana-Luis Fimbres Moreno,38401,Martín Fierro,"Hernández, José.",PQ7997.H3 H47 1976,AC,ciencias sociales
Tijuana-Luis Fimbres Moreno,38412,Cien años de soledad,"García Márquez, Gabriel",PQ8179.G35 G37 1971,AC,literatura
Tijuana-Luis Fimbres Moreno,38410,María,"Isaacs, Jorge.",PQ8179.I8 I73 1976,AC,literatura
Tijuana-Luis Fimbres Moreno,38413,El Otoño del patriarca,"García Márquez, Gabriel",PQ8180.17.A73 G37 1975,AC,literatura
Tijuana-Luis Fimbres Moreno,38415,"El Chulla, Romero y Flores","Icaza, Jorge.",PQ8219.12 I23 1971,AC,lengua
Tijuana-Luis Fimbres Moreno,38414,Sanatorio para nerviosos y el asno de oro,"Viga, Diego.",PQ8220.32 V54 1967,AC,lengua
Tijuana-Luis Fimbres Moreno,38406,El Desierto,"Quiroga, Horacio",PQ8519.Q5 Q57,AC,cuento
Tijuana-Luis Fimbres Moreno,38399,Los Lusiadas,"Camoens, Luis de.",PQ9198 C36 1952,AC,literatura
Tijuana-Luis Fimbres Moreno,38310,Elizabethan drama,"Marlowe, Christopher",PR1263 M37 1938,AC,literatura
Tijuana-Luis Fimbres Moreno,37504,Ensayos,"Bacon, Francis",PR2206.E67 B33 1974,AC,lenguaje y literatura
Tijuana-Luis Fimbres Moreno,37504,Ensayos,"Bacon, Francis",PR2206.E67 B33 1974,AC,lenguaje y literatura
Tijuana-Luis Fimbres Moreno,38311,Hamlet ; Penas por amor perdidas; Los dos hidalgos de Verona; Sueño de una noche de verano; Romeo y Julieta,"Shakespeare, William,",PR2794.O6 S5318 1975,AC,literatura
Tijuana-Luis Fimbres Moreno,38313,Ivanhoe,"Scott, Walter",PR5318.A66 S26 1973,AC,novela
Tijuana-Luis Fimbres Moreno,38314,La importancia de llamarse Ernesto ; El abanico de lady Windermere ; Una mujer sin importancia ; Un marido ideal ; Salomé,"Wilde, Oscar",PR5818 W55 1973,AC,novela
Tijuana-Luis Fimbres Moreno,38320,Las Colinas huecas,"Stewart, Mary",PR6037.T4838 S74 1974,AC,literatura
Tijuana-Luis Fimbres Moreno,38224,El Ultimo mohicano,"Cooper, James Fenimore",PS1408 C66 1971,AC,literatura
Tijuana-Luis Fimbres Moreno,38229,La Madre,"Gorki, Máximo",PS3503.V198 G67 1970,AC,literatura
Tijuana-Luis Fimbres Moreno,38297,Los Centinelas,"McBain, Ed.",PS3515.U583 M3318 1966,AC,lengua
Tijuana-Luis Fimbres Moreno,38289,Antes de Adan,"London, Jack",PS3523.O46 L66 1973,AC,literatura
Tijuana-Luis Fimbres Moreno,38290,Mihailo,"Pala, Dolores",PS3531.53 P35 1975,AC,literatura
Tijuana-Luis Fimbres Moreno,38302,Mumbo jumbo,"Reed, Ishmael",PS3535.E43 R44 1975,AC,agricultura
Tijuana-Luis Fimbres Moreno,38305,Cuando ella era buena,"Roth, Philip",PS3535.O84 R68 1975,AC,literatura
Tijuana-Luis Fimbres Moreno,38307,La Espada y bisturi,"Slaughter, Frank G.",PS3537 S5318 1964,AC,lengua
Tijuana-Luis Fimbres Moreno,38308,La Perla,"Steinbeck, John",PS3537.T44 S74 1972,AC,agricultura
Tijuana-Luis Fimbres Moreno,38291,En la calida noche,"Ball, John",PS3552 B35 1973,AC,literatura
Tijuana-Luis Fimbres Moreno,38296,El Adorador de serpientes,"Laxalt, Robert",PS3562 L3918 1966,AC,agricultura
Tijuana-Luis Fimbres Moreno,38298,Greta,"Mallín, Maurice",PS3567.A43 M384 1971,AC,agricultura
Tijuana-Luis Fimbres Moreno,38252,Fausto,"Goethe, Juan Wolfgang",PT2029.E7 G6418 1967,AC,literatura
Tijuana-Luis Fimbres Moreno,38328,Hermann Lauscher ; Viaje al oriente,"Hesse, Hermann",PT2617.E85 H47 1971,AC,literatura
Tijuana-Luis Fimbres Moreno,38326,Sidharta,"Hesse, Hermann",PT2617.E85 S5218 1979,AC,novela
Tijuana-Luis Fimbres Moreno,38329,"La Muerte en Venecia, las tablas de la ley","Mann, Thomas",PT2625.A44 M3618 1972,AC,literatura
Tijuana-Luis Fimbres Moreno,38303,Sin novedad en el frente,"Remarque, Erich María",PT2635.E68 R46 1967,AC,lengua
Tijuana-Luis Fimbres Moreno,38253,"Casa de muñecas, los Espectros, El pato salvaje","Ibsen, Henrik",PT8861.I37 C3818 1969,AC,literatura
Tijuana-Luis Fimbres Moreno,37927,La Ciencia en México,"Cañedo, Luis, comp.",Q127.M4 C54 1976,AC,ciencia
Tijuana-Luis Fimbres Moreno,37928,La Ciencia en la historia de México,"Gortari, Elí de,",Q127.M4 G67 1980,AC,ciencia
Tijuana-Luis Fimbres Moreno,37435,La perspectiva científica,"Russell, Bertrand",Q158 R87 1981,AC,ciencia
Tijuana-Luis Fimbres Moreno,37530,El Ascenso del hombre,"Bronowski, J.",Q175 B76 1979,AC,ciencia
Tijuana-Luis Fimbres Moreno,37640,Dialéctica de la naturaleza,"Engels, Friedrich,",Q175 E54 1961,AC,ciencia
Tijuana-Luis Fimbres Moreno,37349,Doctrina de la ciencia,"Fichte, Johann Gottlieb",Q175 F53 1975,AC,ciencia
Tijuana-Luis Fimbres Moreno,37926,Siete ensayos filosóficos sobre la ciencia moderna,"Gortari, Elí de,",Q175 G67 1969,AC,ciencia
Tijuana-Luis Fimbres Moreno,37605,La Estructura de los revoluciones científicas,"Kuhn, Thomas S.",Q175 K84 1971,AC,historia
Tijuana-Luis Fimbres Moreno,37325,Método e hipótesis científicos,"López Cano, José Luis",Q175 L67 1978,AC,ciencia
Tijuana-Luis Fimbres Moreno,37324,La Objetividad y las ciencias; enfoque histórico-epistemológico,"Serrano, Jorge A.",Q175 S47 1981,AC,ciencia
Tijuana-Luis Fimbres Moreno,37327,"Leyes, teorías y modelos","Yurén Camarena, María Teresa",Q175 Y87 1980,AC,ciencia
Tijuana-Luis Fimbres Moreno,37303,El pensamiento científico (antología),"Padilla, Hugo, selección",Q175.A8 P33 1974,AC,ciencia
Tijuana-Luis Fimbres Moreno,37302,La ciencia,"Kedrov, M.B.",Q1751 K43 1968,AC,ciencia
Tijuana-Luis Fimbres Moreno,37282,Manual para elaborar trabajos de investigación documental,"Baena Paz, Guillermina",Q180.A1 B34 1993,AC,investigacion ciencia
Tijuana-Luis Fimbres Moreno,37292,"Teoría general de los sistemas; fundamentos, desarrollo, aplicaciones","Bertalanffy, Ludwig von",Q295 B47 1976,AC,ciencia
Tijuana-Luis Fimbres Moreno,37703,Estadística general aplicada,"Zuwaylif, Fadil H.,",QA 276 Z8918 1977,AC,ciencia
Tijuana-Luis Fimbres Moreno,37962,Cálculo diferencial e integral,"Granville, William Anthony",QA 303 G7318,AC,ciencia
Tijuana-Luis Fimbres Moreno,37969,Métodos de integración,"Lara Aparicio, Miguel",QA11 L37 1975,AC,ciencia
Tijuana-Luis Fimbres Moreno,37946,Algebra,"Lehmann, Charles H.",QA154 L44 1975,AC,ciencia
Tijuana-Luis Fimbres Moreno,37949,Algebra y trigonometría plana,"Spitzbart, Abraham",QA154 S6518 1979,AC,ciencia
Tijuana-Luis Fimbres Moreno,37941,Conjuntos; aplicaciones matemáticas a la administración,"Kleiman, Ariel",QA248 K54 1972,AC,ciencia
Tijuana-Luis Fimbres Moreno,37951,Introducción al álgebra lineal,"Anton, Howard",QA251 A5818 1976,AC,ciencia
Tijuana-Luis Fimbres Moreno,37985,Introducción a la inferencia estadística,"Freeman, Harold",QA276 F744 1970,AC,ciencia
Tijuana-Luis Fimbres Moreno,37987,Diccionario de estadística,"Morice, E.",QA276.25 M66 1974,AC,ciencia
Tijuana-Luis Fimbres Moreno,37462,Diseño experimental sin estadística,"Castro, Luis",QA279 C37 1977,AC,ciencia estadistica
Tijuana-Luis Fimbres Moreno,37958,Cálculo con geometría analítica,"Johnson, R.E.",QA303 J6418 1978,AC,ciencia
Tijuana-Luis Fimbres Moreno,37931,Matemáticas universitarias,"Britton, Jack R.",QA37 B75 1968,AC,ciencia
Tijuana-Luis Fimbres Moreno,37937,Advanced engineering mathematics,"Kreyszig, Erwin",QA401 K74 1979,AC,ciencia
Tijuana-Luis Fimbres Moreno,37938,Matemáticas avanzadas para ingeniería I,"Kreyszig, Erwin",QA401 K7418 1977,AC,ciencia
Tijuana-Luis Fimbres Moreno,37972,Introducción a la geometría moderna,"Shively, Levi S.",QA473 S55 1961,AC,ciencia
Tijuana-Luis Fimbres Moreno,37982,Trigonometría plana y esférica; teoría y problemas,"Ayres, Frank",QA533 A97 1970,AC,ciencia
Tijuana-Luis Fimbres Moreno,37976,Trigonometría moderna,"Nichols, Eugene D.",QA533 N53 1978,AC,ciencia
Tijuana-Luis Fimbres Moreno,37977,Trigonometría plana,"Niles, Nathan O.",QA533 N5518 2006,AC,ciencia
Tijuana-Luis Fimbres Moreno,37978,Geometría analítica,"Fuller, Gordon",QA551 F85 1979,AC,ciencia
Tijuana-Luis Fimbres Moreno,37979,Geometría analítica plana y del espacio; teoría y problemas,"Kindle, Joseph H.",QA551 K56 1970,AC,ciencia
Tijuana-Luis Fimbres Moreno,37980,Geometría analítica,"Lehmann, Charles H.",QA551 L44 1959,AC,ciencia
Tijuana-Luis Fimbres Moreno,37981,Geometría analítica; con preguntas de repaso y respuestas,"Oakley, C.O.",QA551 O35 1979,AC,ciencia
Tijuana-Luis Fimbres Moreno,37940,Lógica matemática /,"Ferrater Mora, José",QA9.L65 F47 1975,AC,ciencia
Tijuana-Luis Fimbres Moreno,38018,La Paciente historia del átomo,"Marmasse, Claude",QC173 M37 1975,AC,ciencia
Tijuana-Luis Fimbres Moreno,38001,Física,"Stollberg, Robert",QC21 S76 1980,AC,ciencia
Tijuana-Luis Fimbres Moreno,38007,Física,"González Cabrera, Víctor M.",QC21.2 G66 1971,AC,ciencia
Tijuana-Luis Fimbres Moreno,37995,Introducción a la física II; acústica-optica electromagnetismo,"Alonso, Marcelo",QC23 A56 1975,AC,ciencia
Tijuana-Luis Fimbres Moreno,38010,Física fundamental,"Orear, Jay",QC23 O7418 1977,AC,ciencia
Tijuana-Luis Fimbres Moreno,37998,Física recreativa; v.II,"Perelman, Yakov",QC25 P4718 1980,AC,ciencia
Tijuana-Luis Fimbres Moreno,38031,Química analítica cuantitativa I-II,"Flaschka, H.A.",QD110 F53 1973,AC,ciencia
Tijuana-Luis Fimbres Moreno,38034,Experimentos de química orgánica,"Domínguez S., Xorge Alejandro",QD261 D66 1966,AC,ciencia
Tijuana-Luis Fimbres Moreno,38019,Chemistry,"Choppin, Gregory R.",QD35 C46 1978,AC,ciencia
Tijuana-Luis Fimbres Moreno,38027,Introducción al estudio químico de la materia,"Orozco, Ma. Eugenia",QD40 O76 1976,AC,ciencia
Tijuana-Luis Fimbres Moreno,38020,Química elemental,"Lewis, John R.",QD41 L49 1979,AC,ciencia
Tijuana-Luis Fimbres Moreno,38025,Experimentos de química,"Villarreal, Fidel",QD43 V55 1975,AC,ciencia
Tijuana-Luis Fimbres Moreno,38075,"Herencia, raza y sociedad","Dunn, L.C.",QD431 D86 1971,AC,ciencia
Tijuana-Luis Fimbres Moreno,38030,Análisis cualitativo y química inorgánica,"Nordmann, Joseph",QD83 N67 1979,AC,ciencia
Tijuana-Luis Fimbres Moreno,38040,Petrografía microscópica,"Heinrich, E. WM.",QE434 H45 1960,AC,ciencia
Tijuana-Luis Fimbres Moreno,38069,Tratado de ecología,"Turk, Amos",QH 541 T87 1981,AC,ciencia
Tijuana-Luis Fimbres Moreno,38052,Biología; diversidad del mundo vivo y sus causas,NA,QH315 G88 1975,AC,ciencia
Tijuana-Luis Fimbres Moreno,38043,El Origen de la vida /,Oparin A.,QH325 O63 1978,AC,ciencia
Tijuana-Luis Fimbres Moreno,38049,"Materia, energía y vida; introducción para los estudiantes de biología","Baker, Jeffrey J.W.",QH345 B35 1976,AC,ciencia
Tijuana-Luis Fimbres Moreno,38045,El Origen del hombre,"Darwin, Carlos",QH365 D37 1978,AC,ciencia
Tijuana-Luis Fimbres Moreno,38047,El mono desnudo,"Morris, Desmond",QH368 D47 1972,AC,ciencia
Tijuana-Luis Fimbres Moreno,37467,Hombre y evolución,"Lewis, John",QH368 L4918 1968,AC,ciencia
Tijuana-Luis Fimbres Moreno,38074,Darwin y el Darvinismo,"Prenant, Marcel",QH369 P74 1969,AC,ciencia
Tijuana-Luis Fimbres Moreno,38041,La Vida inverosimil; introducción a la biología actual,"Woltereck, Heinz",QH370 W65 1978,AC,ciencia
Tijuana-Luis Fimbres Moreno,38102,Una Corporación y una molecula,NA,QH505 C67 1967,AC,ciencia
Tijuana-Luis Fimbres Moreno,38059,Bionergética,"Lehninger, Albert L.",QH511 L44 1975,AC,ciencia
Tijuana-Luis Fimbres Moreno,38061,Elementos de ecología,"Clarke, George L.",QH541 C53 1971,AC,ciencia
Tijuana-Luis Fimbres Moreno,38062,Introducción a la ecología :,"Colinvaux, Paul A.",QH541 C65 1980,AC,ciencia
Tijuana-Luis Fimbres Moreno,38063,Ecología y biología de poblaciones,"Emmel, Thomas C.",QH541 E46 1975,AC,ciencia
Tijuana-Luis Fimbres Moreno,38064,Antología ecológica,"Gómez-Pompa, Arturo",QH541 G66 1976,AC,ciencia
Tijuana-Luis Fimbres Moreno,38065,El Reto de la ecología,"Kucera, Clair L.",QH541 K83 1978,AC,ciencia
Tijuana-Luis Fimbres Moreno,38066,Ecología,"Odum, Eugene P.",QH541 O38 1980,AC,ciencia
Tijuana-Luis Fimbres Moreno,38068,"Ecología, hoy; el hombre y su medio","Terradas, Jaime",QH541 T47 1979,AC,ciencia
Tijuana-Luis Fimbres Moreno,38265,La Vida de las abejas la vida de las hormigas,"Maeterlinck, Maurice",QL 568. A6 M34 1965,AC,ciencia
Tijuana-Luis Fimbres Moreno,37395,Biología de la conducta,"Sommers, Peter Van",QL751 V3618 1976,AC,psicologia
Tijuana-Luis Fimbres Moreno,38084,The Skeleton ; fantastic framework,"Goldberg, Kathy E.",QM 101 G65 1982,AC,ciencia
Tijuana-Luis Fimbres Moreno,38079,Anatomía humana; texto programado,NA,QM 23. 2 M43 1978,AC,ciencia
Tijuana-Luis Fimbres Moreno,38086,El Sistema nervioso; curso programado anatomía y fisiología,"Brady, Robert J.",QM451 B73 1979,AC,ciencia
Tijuana-Luis Fimbres Moreno,38096,The Eye; window to the world,"Wertenbaker, Leal",QP 475. 5 W47 1981,AC,ciencia
Tijuana-Luis Fimbres Moreno,38089,The Heart; the living pump,"Davis, Goode P.",QP111.4 D38 1981,AC,ciencia
Tijuana-Luis Fimbres Moreno,38090,"Nutrición, metabolismo y equilibrio hidroelectrolitico","Brady, Robert J.",QP171 B7318 1978,AC,ciencia
Tijuana-Luis Fimbres Moreno,38264,Física del amor,"Gourmont, Remy de",QP251 G68 1967,AC,ciencia
Tijuana-Luis Fimbres Moreno,38091,Reproduccion,"Jensen, Karen",QP251 J46 1982,AC,ciencia
Tijuana-Luis Fimbres Moreno,38093,Muscles; the magic of motion,"Selim, Robert D.",QP303 S45 1982,AC,ciencia
Tijuana-Luis Fimbres Moreno,37438,Psicología fisiológica,"Blundell, John",QP360 B58 1978,AC,ciencia
Tijuana-Luis Fimbres Moreno,38095,The Brain ; mystery of matter and mind,"Fincher, Jack",QP376 F56 1981,AC,ciencia
Tijuana-Luis Fimbres Moreno,38094,Skin ; the human fabric,"Podolsky, Doug M.",QP88.5 P63 1982,AC,ciencia
Tijuana-Luis Fimbres Moreno,38088,Blood,"Page, Jake",QP91 P34 1981,AC,ciencia
Tijuana-Luis Fimbres Moreno,38058,El mecanismo de la vida,"Popovsky, Alejandro",R534.A1 P67 1968,AC,medicina
Tijuana-Luis Fimbres Moreno,38209,Aerobics; ejercicios aeróbicos,"Cooper, Kenneth H.",RA781 C66 1978,AC,medicina
Tijuana-Luis Fimbres Moreno,38210,Aerobics para mujeres,"Cooper, Mildred",RA781 C66 1979,AC,medicina
Tijuana-Luis Fimbres Moreno,38098,Higiene mental; dinámica del ajuste psíquico,"Carroll, Herbert A.",RA790 C3718 1972,AC,medicina
Tijuana-Luis Fimbres Moreno,38100,Higiene mental,"Lemkau, Paul V.",RA790 L46 1953,AC,medicina
Tijuana-Luis Fimbres Moreno,38137,Cómo ayudar a la gente,"Wittenberg, Rudolph M.",RA790 W58 1975,AC,medicina
Tijuana-Luis Fimbres Moreno,38107,Psiquiatría clínica moderna,"Kolb, Lawrence C.",RC 454 K6518 1976,AC,medicina
Tijuana-Luis Fimbres Moreno,38123,Manual de medicina del deporte,"Guillet, Rene",RC1210 G85 1975,AC,medicina
Tijuana-Luis Fimbres Moreno,60397,Executive functions :,"Barkley, Russell A.,",RC386.6.N48 B37 2012,AC,medicina
Tijuana-Luis Fimbres Moreno,38121,Historia de la psiquiatría en México,"Somolinos D``Ardois, Germán",RC438 S66 1976,AC,medicina
Tijuana-Luis Fimbres Moreno,38112,Introducción al análisis transaccional; los juegos psicológicos,NA,RC454 I58 1975,AC,medicina
Tijuana-Luis Fimbres Moreno,37441,Introducción a la psicopatología,"Wolff, Werner",RC454 W65 1982,AC,medicina
Tijuana-Luis Fimbres Moreno,38110,Terapia del comportamiento,"Yates, Aubrey J.",RC489.B4 Y38 1973,AC,medicina
Tijuana-Luis Fimbres Moreno,37392,De la emoción a la lesión ; estructura del proceso psicosomático,"Diez Benavides, Mariano",RC49 D54 1976,AC,medicina
Tijuana-Luis Fimbres Moreno,37445,Psicología médica,"Fuente Muñiz, Ramón de la",RC49 F84 1959,AC,medicina
Tijuana-Luis Fimbres Moreno,37410,Hipnosis práctica,"Kingsbury, George C.",RC495 K56 1962,AC,psicologia
Tijuana-Luis Fimbres Moreno,38115,Técnica y práctica del psicoanálisis,"Greenson, Ralph R.",RC504 G74 1976,AC,psicologia
Tijuana-Luis Fimbres Moreno,37381,Psicoanálisis aplicado y técnica psicoanalítica,"Freud, Sigmund",RC506 F74 1974,AC,psicologia
Tijuana-Luis Fimbres Moreno,38109,La Realización simbólica y diario de una esquizofrénica,"Sechehaye, M.A.",RC514 S43 1979,AC,psicologia
Tijuana-Luis Fimbres Moreno,38108,Estudios sobre la patogénesis de las perturbaciones psíquicas,"Tellenbach, Hubert",RC516 T45 1969,AC,psicologia
Tijuana-Luis Fimbres Moreno,37442,Depression in medical practice,"Enelow, Allen J.",RC537 D47 1970,AC,medicina
Tijuana-Luis Fimbres Moreno,37444,Homosexuality and pseudohomosexuality,"Ovesey, Lionel",RC558 O94 1969,AC,medicina
Tijuana-Luis Fimbres Moreno,926793,Evaluation and treatment of neuropsychologically compromised children,NA,RJ486.5 E83 2020,AC,investigacion psicologica
Tijuana-Luis Fimbres Moreno,37429,Tratamiento del adolescente fronterizo,"Masterson, James F.",RJ503 M37 1975,AC,ciencia politica
Tijuana-Luis Fimbres Moreno,38078,Hazañas científicas de nuestro tiempo ; el impacto de la invención moderna,"Clark, Ronald W.",T19 C53 1979,AC,tecnologia
Tijuana-Luis Fimbres Moreno,38163,Organización de empresas industriales,"Spriegel, William R.",T56 S6718 1981,AC,tecnologia
Tijuana-Luis Fimbres Moreno,37990,Programación lineal aplicada,"Frazer, J. Ronald",T57.74 F749 1972,AC,tecnologia
Tijuana-Luis Fimbres Moreno,37720,Introducción al estudio del trabajo,NA,T60 T73 1977,AC,tecnologia
Tijuana-Luis Fimbres Moreno,38175,Estudio de movimientos y de tiempos; principios y practicas,"Mundel, Marvin Everrett",T60.J6 M8618 1975,AC,tecnologia
Tijuana-Luis Fimbres Moreno,38176,Estandares de tiempo work-factor; medición del trabajo manual y mental,"Quick, Joseph H.",T60.T7 Q8518 1966,AC,tecnologia
Tijuana-Luis Fimbres Moreno,38125,La Ingeniería de sistemas ; filosofía y técnicas,"Cárdenas, Miguel Angel",TA168 C37 1978,AC,tecnologia
Tijuana-Luis Fimbres Moreno,38129,Manual para el uso de explosivos,Du Pont,TA748 P6618 1973,AC,tecnologia
Tijuana-Luis Fimbres Moreno,38128,Manejo de las maquinas herramientas,"Burghardt, Henry",TJ1160 B87 1965,AC,tecnologia
Tijuana-Luis Fimbres Moreno,37659,Los Militares y la política en México (1915-1974),"Boils, Guillermo",UA603 B85 1980,AC,ciencia militar
Tijuana-Luis Fimbres Moreno,37294,México en 500 libros,"Florescano, Enrique",Z1425 F55 1980,AC,recursos informativos
Tijuana-Luis Fimbres Moreno,37293,Guía bibliográfica de Baja California,"Cruz, Salvador",Z1427.B3 C78 1979,AC,recursos informativos
